R,G,B,Is Plant
219,137,33,False
77,208,175,True
87,231,217,True
173,35,149,False
246,29,209,False
204,137,223,False
200,89,222,False
55,59,15,True
44,42,236,False
138,107,129,False
26,81,36,True
194,62,224,False
138,54,52,False
123,65,160,False
232,49,44,False
31,149,212,False
85,57,145,False
249,104,157,False
68,106,180,False
128,44,14,False
97,125,108,True
200,89,171,False
201,251,249,True
106,90,204,False
56,72,52,True
158,26,4,False
198,209,206,True
197,46,210,False
0,170,99,True
132,175,33,True
255,96,227,False
35,229,225,True
45,236,224,True
39,161,71,True
101,20,77,False
170,46,137,False
114,160,24,True
113,251,236,True
64,1,67,False
224,253,231,True
248,2,116,False
161,11,164,False
129,75,39,False
204,164,0,False
179,122,46,False
151,73,2,False
166,151,71,False
243,202,185,False
178,7,86,False
111,28,72,False
1,194,240,False
83,212,116,True
42,36,202,False
228,75,221,False
143,66,209,False
247,154,198,False
186,93,238,False
72,133,100,True
219,253,114,True
174,38,195,False
227,10,40,False
162,97,248,False
41,107,4,True
96,31,42,False
93,222,158,True
166,146,17,False
156,26,84,False
231,191,41,False
147,163,228,False
198,148,179,False
73,140,173,False
225,40,89,False
66,218,100,True
94,213,145,True
21,218,98,True
213,92,80,False
206,10,170,False
139,151,166,False
211,182,234,False
128,54,27,False
90,253,101,True
154,241,166,True
239,165,97,False
88,103,52,True
141,53,6,False
70,241,65,True
78,113,181,False
26,73,68,True
239,248,228,True
32,142,93,True
62,58,180,False
97,190,243,False
186,5,216,False
68,204,227,False
109,140,190,False
225,224,77,False
138,147,11,True
171,39,16,False
204,168,108,False
217,149,180,False
221,221,160,False
61,137,228,False
99,180,211,False
190,201,230,False
103,174,81,True
84,211,212,False
19,66,62,True
35,136,180,False
30,72,129,False
199,172,234,False
83,81,219,False
79,255,251,True
67,103,78,True
96,115,119,False
179,78,221,False
236,218,175,False
88,20,206,False
74,242,69,True
61,34,176,False
123,75,12,False
96,103,2,True
111,164,133,True
252,210,144,False
79,200,108,True
129,101,39,False
59,42,249,False
209,20,25,False
230,51,89,False
185,102,236,False
228,54,46,False
89,171,221,False
224,119,138,False
46,143,13,True
24,55,67,False
40,103,110,False
97,112,168,False
156,237,145,True
82,39,75,False
83,84,62,True
48,59,19,True
7,117,145,False
45,165,120,True
89,161,233,False
173,241,122,True
40,52,228,False
21,190,110,True
242,107,224,False
68,139,106,True
177,58,8,False
195,150,102,False
56,124,214,False
170,220,164,True
85,201,170,True
50,93,4,True
243,114,47,False
255,48,47,False
164,83,204,False
54,0,223,False
3,44,41,True
83,190,91,True
229,29,162,False
56,138,133,True
55,20,125,False
247,149,66,False
205,251,242,True
81,91,61,True
24,26,252,False
25,130,11,True
21,88,249,False
72,19,190,False
246,66,222,False
129,41,74,False
93,19,130,False
203,210,9,True
164,73,129,False
137,202,185,True
69,168,242,False
225,160,48,False
193,18,247,False
15,57,161,False
210,72,146,False
132,24,177,False
13,121,37,True
128,107,144,False
250,172,120,False
156,42,43,False
60,199,190,True
189,51,185,False
235,168,219,False
89,111,84,True
222,90,142,False
104,195,59,True
26,17,16,False
224,212,29,False
94,126,141,False
76,144,81,True
194,169,107,False
171,151,48,False
185,115,6,False
153,241,246,False
29,215,246,False
206,141,142,False
15,106,79,True
90,16,11,False
220,212,222,False
173,18,121,False
89,156,93,True
201,234,14,True
229,5,244,False
85,54,17,False
166,208,192,True
235,148,170,False
181,126,19,False
24,66,142,False
219,92,119,False
148,90,208,False
10,84,251,False
123,38,233,False
11,188,185,True
39,236,209,True
237,243,148,True
202,94,17,False
140,33,234,False
135,48,172,False
89,108,166,False
205,215,158,True
85,18,104,False
58,28,50,False
189,14,200,False
142,52,218,False
103,106,143,False
169,87,42,False
151,76,102,False
199,102,175,False
173,103,175,False
64,117,14,True
194,132,38,False
143,151,98,True
80,116,10,True
54,122,230,False
89,103,40,True
191,168,63,False
51,13,118,False
43,223,67,True
109,166,38,True
102,110,226,False
82,111,206,False
105,4,35,False
95,151,114,True
5,193,4,True
91,118,238,False
53,141,211,False
40,220,148,True
103,218,149,True
90,204,247,False
56,64,33,True
167,188,226,False
205,101,219,False
219,164,48,False
189,175,218,False
211,58,56,False
215,216,41,True
68,26,93,False
76,8,109,False
22,198,52,True
66,98,47,True
237,72,24,False
27,168,42,True
171,218,222,False
69,241,74,True
128,241,17,True
95,241,169,True
159,233,192,True
71,138,1,True
69,214,185,True
217,7,9,False
81,14,64,False
198,88,150,False
64,199,9,True
44,45,134,False
58,23,78,False
174,168,237,False
169,102,93,False
169,88,54,False
10,140,17,True
177,7,142,False
69,188,165,True
230,209,85,False
82,138,10,True
11,74,41,True
221,190,148,False
236,250,111,True
180,47,231,False
48,247,102,True
86,129,193,False
193,148,12,False
227,166,232,False
193,94,232,False
174,233,23,True
59,145,203,False
85,21,183,False
138,97,201,False
252,146,183,False
19,137,33,True
157,112,187,False
129,48,204,False
172,103,183,False
51,205,132,True
82,31,148,False
190,232,172,True
7,235,229,True
45,112,14,True
17,98,1,True
3,128,197,False
52,153,51,True
66,47,71,False
252,251,250,False
130,243,229,True
108,175,4,True
207,31,79,False
102,227,152,True
93,245,57,True
217,120,253,False
172,215,248,False
246,84,88,False
30,151,175,False
213,39,66,False
29,40,164,False
251,158,15,False
75,36,160,False
2,68,54,True
88,166,109,True
24,112,26,True
123,27,188,False
116,209,57,True
13,210,101,True
124,104,176,False
37,168,49,True
244,229,173,False
66,45,112,False
4,7,141,False
235,169,213,False
247,130,202,False
118,7,30,False
201,200,105,False
234,150,244,False
44,195,83,True
236,7,253,False
216,219,204,True
107,253,26,True
95,98,121,False
19,193,55,True
104,21,1,False
208,251,157,True
203,136,249,False
131,168,71,True
21,117,154,False
190,140,243,False
1,160,44,True
76,32,29,False
128,150,14,True
178,94,247,False
118,220,242,False
181,110,54,False
61,26,56,False
157,138,137,False
53,222,166,True
173,251,250,True
164,88,51,False
7,167,66,True
102,16,155,False
74,3,28,False
120,236,251,False
4,206,234,False
183,147,229,False
200,98,190,False
51,108,105,True
181,98,140,False
85,38,177,False
250,171,200,False
164,128,243,False
172,103,239,False
121,50,30,False
248,47,230,False
201,70,84,False
144,220,161,True
26,224,200,True
95,129,13,True
14,5,134,False
174,142,90,False
89,143,184,False
194,162,236,False
213,223,107,True
68,66,128,False
114,243,88,True
138,1,181,False
231,238,5,True
200,226,170,True
141,42,169,False
157,63,197,False
166,129,212,False
217,5,117,False
10,253,116,True
66,170,174,False
199,52,61,False
214,124,208,False
92,189,171,True
239,108,235,False
8,23,251,False
195,254,0,True
56,254,1,True
85,236,41,True
54,17,171,False
11,211,191,True
107,233,130,True
236,187,157,False
98,222,117,True
125,78,228,False
203,229,108,True
98,247,190,True
84,119,227,False
190,65,224,False
18,115,166,False
141,119,71,False
38,168,105,True
76,225,69,True
223,136,216,False
129,131,194,False
169,74,102,False
148,25,21,False
62,179,93,True
25,51,185,False
48,232,31,True
79,84,15,True
77,111,189,False
66,157,231,False
102,158,96,True
110,170,190,False
37,229,133,True
169,86,73,False
176,26,176,False
250,157,73,False
49,133,214,False
171,8,227,False
170,122,239,False
80,21,7,False
33,74,165,False
128,137,88,True
95,171,136,True
101,193,186,True
119,254,61,True
58,52,168,False
78,163,51,True
14,132,242,False
252,9,78,False
81,120,141,False
171,31,126,False
80,40,127,False
79,151,166,False
150,199,200,False
199,29,53,False
0,105,3,True
133,18,142,False
121,1,108,False
2,250,205,True
230,6,204,False
69,117,118,False
112,22,243,False
48,7,6,False
92,220,1,True
207,233,162,True
200,107,244,False
86,92,25,True
105,110,83,True
149,76,187,False
90,110,56,True
238,8,26,False
75,8,50,False
220,245,92,True
230,182,13,False
86,77,150,False
140,40,208,False
58,142,11,True
67,212,162,True
200,125,119,False
160,29,218,False
71,239,238,True
171,224,112,True
143,116,137,False
179,71,165,False
193,125,216,False
86,106,213,False
198,125,215,False
140,68,124,False
115,79,31,False
163,149,6,False
31,143,68,True
198,247,72,True
232,190,53,False
224,128,0,False
21,132,240,False
91,158,247,False
203,124,192,False
159,236,169,True
185,156,190,False
89,25,37,False
28,177,234,False
40,161,49,True
164,121,181,False
178,180,81,True
33,52,247,False
184,231,76,True
61,22,220,False
18,91,103,False
13,176,146,True
197,15,182,False
88,135,56,True
47,167,173,False
63,53,38,False
71,100,19,True
20,125,95,True
99,29,146,False
230,30,201,False
25,53,11,True
215,213,240,False
25,102,7,True
56,94,102,False
108,148,68,True
106,113,166,False
196,203,239,False
148,154,105,True
100,121,13,True
198,167,64,False
12,104,38,True
233,50,34,False
87,213,15,True
148,254,7,True
41,158,197,False
166,236,111,True
144,44,39,False
234,75,198,False
158,112,210,False
80,162,119,True
163,163,193,False
188,170,126,False
46,32,43,False
42,187,35,True
169,149,155,False
158,115,128,False
20,240,237,True
10,213,101,True
66,233,47,True
193,244,176,True
113,182,40,True
189,103,38,False
53,62,171,False
56,80,109,False
197,35,31,False
50,163,125,True
193,84,146,False
253,64,228,False
156,162,167,False
129,36,210,False
199,207,178,True
22,179,5,True
84,122,193,False
87,252,84,True
184,167,3,False
175,202,92,True
17,85,173,False
201,204,72,True
108,100,192,False
68,179,101,True
252,29,76,False
137,152,205,False
249,235,247,False
133,124,86,False
66,32,230,False
62,63,197,False
24,168,36,True
85,98,108,False
176,26,143,False
230,187,151,False
171,142,234,False
105,239,182,True
97,131,249,False
119,81,150,False
68,90,8,True
200,116,7,False
56,177,144,True
176,169,230,False
129,173,75,True
62,201,63,True
112,251,181,True
65,1,3,False
25,178,103,True
228,118,11,False
35,122,127,False
63,12,132,False
79,240,179,True
198,148,135,False
115,58,40,False
12,170,236,False
180,131,192,False
96,174,141,True
191,36,149,False
243,251,226,True
228,27,147,False
38,182,242,False
52,167,154,True
111,44,49,False
49,66,6,True
85,166,132,True
108,44,42,False
218,155,154,False
51,92,135,False
141,67,217,False
15,178,142,True
86,188,249,False
35,157,87,True
41,96,164,False
188,218,39,True
137,227,14,True
102,101,46,True
173,155,11,False
100,53,24,False
231,207,33,False
76,32,220,False
218,49,95,False
166,28,17,False
35,121,169,False
147,175,116,True
210,67,249,False
66,97,52,True
93,104,90,True
101,31,110,False
135,229,231,False
142,220,65,True
40,87,58,True
244,134,77,False
15,181,162,True
26,65,87,False
181,154,166,False
56,159,24,True
21,106,120,False
28,175,50,True
129,15,223,False
198,238,199,True
38,110,101,True
190,8,141,False
219,79,184,False
143,39,131,False
22,244,13,True
150,205,111,True
113,22,61,False
199,146,56,False
173,76,99,False
89,215,83,True
36,229,19,True
58,33,180,False
207,129,220,False
129,238,70,True
136,166,233,False
200,36,184,False
234,129,9,False
189,125,166,False
83,187,160,True
245,187,206,False
255,57,128,False
146,145,221,False
140,35,85,False
65,149,184,False
245,225,97,False
125,195,111,True
178,29,195,False
46,171,126,True
58,12,47,False
73,206,219,False
80,191,186,True
145,169,180,False
226,122,184,False
149,208,62,True
23,14,197,False
5,128,123,True
187,186,123,False
99,138,35,True
22,207,246,False
105,109,82,True
29,140,189,False
19,27,185,False
186,11,209,False
164,220,114,True
3,60,18,True
205,4,151,False
112,253,183,True
108,2,137,False
41,81,215,False
7,225,55,True
99,89,65,False
158,159,103,True
45,181,239,False
209,251,33,True
197,28,219,False
42,237,210,True
187,233,63,True
150,155,254,False
20,25,200,False
67,241,232,True
99,102,107,False
88,27,206,False
110,131,250,False
157,202,62,True
185,196,59,True
195,175,118,False
58,153,174,False
252,100,131,False
118,15,104,False
10,10,176,False
76,32,113,False
238,232,116,False
40,137,182,False
140,240,191,True
237,171,65,False
156,151,15,False
129,13,80,False
187,44,100,False
252,159,24,False
73,253,92,True
215,74,12,False
203,82,162,False
209,134,66,False
75,124,181,False
169,154,246,False
67,69,43,True
111,206,113,True
38,37,169,False
147,160,165,False
173,124,186,False
127,165,185,False
236,54,204,False
134,193,81,True
118,158,19,True
10,105,120,False
193,31,159,False
128,173,191,False
175,51,159,False
22,106,178,False
11,66,76,False
2,5,77,False
169,40,53,False
67,248,207,True
8,91,152,False
136,112,246,False
105,91,40,False
200,190,31,False
159,211,26,True
164,61,63,False
22,247,170,True
231,236,209,True
188,109,190,False
198,15,2,False
134,50,233,False
15,7,123,False
170,17,91,False
117,63,230,False
225,75,77,False
241,26,174,False
68,171,101,True
210,123,15,False
137,104,78,False
243,36,66,False
190,148,223,False
26,29,205,False
247,236,80,False
90,1,101,False
0,240,67,True
195,96,93,False
194,61,110,False
23,42,57,False
0,40,209,False
54,205,72,True
49,126,48,True
150,167,142,True
128,163,170,False
173,52,201,False
73,240,39,True
8,211,190,True
232,133,246,False
13,139,238,False
195,42,163,False
151,35,96,False
35,61,1,True
163,131,115,False
99,98,249,False
162,58,45,False
236,116,20,False
54,20,18,False
131,254,47,True
173,81,220,False
166,83,216,False
132,22,228,False
177,215,169,True
222,114,161,False
244,55,217,False
97,218,128,True
182,202,126,True
76,244,183,True
23,136,249,False
3,60,201,False
0,115,237,False
231,151,6,False
2,190,78,True
198,10,174,False
203,152,93,False
253,13,106,False
38,75,36,True
27,147,47,True
74,69,96,False
73,72,253,False
6,254,174,True
127,155,77,True
76,14,4,False
27,222,251,False
252,77,100,False
253,117,125,False
5,80,64,True
167,215,224,False
223,153,140,False
192,127,43,False
7,175,218,False
138,10,68,False
135,30,82,False
28,156,27,True
127,91,229,False
213,163,231,False
132,56,50,False
102,147,121,True
132,205,45,True
46,208,37,True
236,117,72,False
132,152,173,False
54,65,211,False
109,42,127,False
131,61,212,False
91,105,164,False
142,238,49,True
103,228,127,True
81,221,2,True
47,118,70,True
40,58,244,False
51,50,85,False
74,47,220,False
147,103,109,False
19,115,146,False
94,59,131,False
2,205,57,True
221,137,115,False
204,175,1,False
130,191,7,True
175,230,45,True
188,117,73,False
224,6,74,False
86,204,207,False
13,84,117,False
29,44,62,False
186,207,92,True
45,148,118,True
72,227,125,True
84,254,183,True
250,191,2,False
248,27,209,False
58,254,154,True
117,170,8,True
76,85,88,False
95,169,86,True
165,59,9,False
107,217,22,True
82,203,179,True
58,11,90,False
48,238,104,True
171,130,116,False
154,49,44,False
55,95,81,True
101,6,223,False
236,163,121,False
66,178,67,True
85,233,130,True
98,38,104,False
9,51,115,False
51,121,218,False
246,49,239,False
135,124,185,False
39,23,73,False
124,156,8,True
231,14,28,False
147,19,23,False
163,24,90,False
72,17,13,False
236,18,152,False
134,239,149,True
3,138,193,False
92,61,73,False
179,246,137,True
108,212,94,True
168,165,99,False
199,18,252,False
110,230,230,False
9,41,46,False
204,252,123,True
61,29,189,False
77,59,21,False
43,234,134,True
163,138,227,False
49,125,226,False
58,254,132,True
1,64,34,True
228,23,51,False
152,221,43,True
248,172,60,False
113,35,130,False
70,157,222,False
19,36,86,False
53,255,122,True
36,154,205,False
4,105,8,True
59,141,168,False
129,193,155,True
77,188,123,True
71,10,222,False
178,44,40,False
234,89,67,False
17,4,129,False
239,77,227,False
254,229,140,False
84,53,174,False
184,128,138,False
247,203,140,False
28,186,25,True
222,122,172,False
103,194,136,True
193,175,151,False
97,217,245,False
188,17,106,False
95,240,39,True
240,171,64,False
28,106,113,False
253,21,58,False
164,213,174,True
118,251,122,True
121,64,59,False
73,45,206,False
28,134,182,False
218,19,15,False
153,42,194,False
211,105,3,False
122,139,32,True
230,175,148,False
220,68,210,False
137,27,66,False
253,81,116,False
244,111,118,False
221,242,160,True
13,112,32,True
157,63,215,False
236,5,28,False
234,6,114,False
216,90,151,False
171,194,52,True
125,226,226,False
8,154,71,True
170,5,184,False
149,10,97,False
56,41,71,False
116,66,229,False
153,202,52,True
186,240,182,True
170,26,43,False
94,174,3,True
208,16,127,False
155,1,92,False
117,221,195,True
34,192,139,True
9,88,64,True
233,175,103,False
132,154,185,False
190,233,181,True
190,22,146,False
17,107,143,False
58,33,21,False
56,173,133,True
242,197,145,False
129,7,74,False
240,55,151,False
207,170,217,False
57,136,177,False
5,33,254,False
192,73,154,False
52,62,136,False
19,20,69,False
22,96,68,True
137,157,112,True
145,80,102,False
65,80,163,False
169,110,198,False
68,54,80,False
194,246,244,True
128,230,80,True
122,76,223,False
217,206,120,False
88,35,214,False
80,39,71,False
93,91,175,False
252,100,99,False
247,115,77,False
86,211,27,True
8,182,49,True
31,65,180,False
135,83,1,False
221,197,254,False
47,38,28,False
63,18,251,False
73,145,230,False
216,164,250,False
167,28,141,False
122,252,86,True
21,233,159,True
5,32,22,True
39,193,110,True
129,182,243,False
223,182,186,False
91,19,44,False
35,151,164,False
160,82,70,False
208,213,86,True
41,85,21,True
229,86,188,False
165,190,227,False
229,177,163,False
168,136,191,False
109,51,67,False
234,88,139,False
38,13,10,False
173,99,45,False
179,189,216,False
109,243,208,True
147,109,74,False
70,149,98,True
228,128,108,False
64,175,9,True
11,190,168,True
77,116,105,True
121,147,198,False
186,56,155,False
98,69,242,False
236,199,247,False
121,177,183,False
191,66,195,False
20,128,185,False
223,205,235,False
15,220,206,True
74,52,110,False
163,210,217,False
93,102,80,True
38,68,89,False
13,89,72,True
170,242,160,True
2,149,194,False
85,143,105,True
123,51,111,False
196,242,8,True
33,124,254,False
19,65,13,True
124,92,212,False
8,182,78,True
150,95,93,False
5,130,161,False
1,250,86,True
184,80,134,False
176,20,114,False
217,144,90,False
147,36,201,False
188,125,40,False
52,32,123,False
221,7,189,False
105,6,168,False
64,106,101,True
152,121,239,False
2,78,145,False
22,7,248,False
253,53,28,False
73,128,129,False
242,154,133,False
43,92,13,True
221,104,117,False
50,105,117,False
230,7,33,False
186,199,29,True
34,179,231,False
196,216,176,True
52,201,71,True
71,35,180,False
61,64,165,False
133,210,95,True
164,133,74,False
31,214,16,True
56,140,201,False
64,161,22,True
52,168,105,True
11,240,151,True
67,103,36,True
214,96,120,False
170,251,71,True
224,161,207,False
86,249,151,True
134,44,98,False
194,20,29,False
114,14,110,False
32,193,169,True
121,226,219,True
82,208,185,True
242,162,230,False
192,121,191,False
100,36,120,False
8,240,214,True
158,57,69,False
164,167,69,True
30,245,13,True
0,170,118,True
240,83,143,False
30,130,41,True
195,54,8,False
175,219,13,True
110,166,244,False
50,68,150,False
110,153,22,True
148,215,150,True
145,54,158,False
223,235,109,True
72,192,37,True
19,29,173,False
17,153,13,True
197,200,135,True
151,198,243,False
136,131,56,False
65,223,20,True
61,13,199,False
29,116,0,True
27,111,87,True
160,110,201,False
143,123,24,False
173,119,227,False
229,91,63,False
140,145,16,True
120,13,16,False
190,123,105,False
254,43,206,False
179,207,100,True
60,20,51,False
8,114,222,False
107,36,102,False
228,5,199,False
199,152,67,False
106,193,248,False
107,154,208,False
238,254,115,True
42,47,1,True
109,26,1,False
0,212,55,True
233,209,92,False
92,168,80,True
27,176,101,True
174,5,23,False
195,68,239,False
132,207,111,True
88,136,63,True
70,130,139,False
110,175,40,True
175,217,48,True
65,101,217,False
156,110,2,False
66,178,151,True
28,205,73,True
80,154,148,True
37,87,86,True
161,156,243,False
16,134,135,False
208,174,23,False
124,130,241,False
158,180,32,True
84,157,236,False
125,97,70,False
217,56,240,False
188,236,124,True
181,121,45,False
212,179,73,False
51,65,144,False
9,167,106,True
105,209,243,False
169,208,235,False
69,8,25,False
173,245,165,True
114,117,137,False
151,100,87,False
132,140,76,True
130,119,200,False
206,148,107,False
245,87,252,False
11,83,235,False
255,44,201,False
224,22,62,False
59,208,165,True
43,252,144,True
255,175,171,False
57,170,186,False
12,132,36,True
237,22,135,False
37,40,68,False
245,180,219,False
11,111,128,False
77,45,252,False
97,73,72,False
38,31,123,False
98,13,105,False
237,236,224,False
63,188,16,True
91,129,94,True
67,35,179,False
187,137,6,False
225,101,85,False
88,26,82,False
128,210,238,False
46,108,125,False
52,220,185,True
154,253,74,True
192,164,219,False
109,139,216,False
60,22,72,False
179,230,241,False
182,90,175,False
96,126,146,False
87,174,99,True
174,255,249,True
250,108,125,False
200,67,100,False
148,169,219,False
105,124,53,True
3,112,131,False
149,143,180,False
218,172,230,False
46,118,84,True
136,123,136,False
0,61,150,False
116,84,133,False
203,103,114,False
249,191,218,False
37,219,123,True
141,235,233,True
53,230,81,True
232,122,74,False
22,110,251,False
52,32,10,False
